tweet	time	tweet_id	lat	long
Felt that quake this early morning! (@ The Point a Church Of The Nazarene in San Jose  CA) http://t.co/kG6Hc0G6nS	 2014-08-24 16:49:20	54463831	37.32282922	-121.7610604
Lots of small/medium earthquakes &gt; one giant earthquake	 2014-08-24 16:49:50	10267352	38.06086883	-120.1997581
Did anyone in San Jose feel the earthquake?	 2014-08-24 16:51:26	62933437	37.35660239	-121.8979203
There was an earthquake? Oh.... I was asleep. Totally missed that	 2014-08-24 16:51:13	65447128	37.2719528	-121.8298326
Sorry bout the earthquake guys.... guess I dropped it too hard last night	 2014-08-24 16:52:18	108461360	36.5244939	-119.5555006
I should've stayed awake another hour!! Haven't felt in earthquake in a long time. I hope everyone is okay though. #PrayForNapa	 2014-08-24 16:53:49	62933437	37.35661224	-121.8979203
There was an earthquake? Ok  going back to bed.	 2014-08-24 16:56:38	14364184	37.29756927	-121.8680877
Lol apparently there was an earthquake last night...	 2014-08-24 16:56:44	317993676	37.27573228	-121.8128196
Image (graphic) showing the extent of #earthquake damage in private home #Californiaearthquake http://t.co/IPB2wY2Q1V	 2014-08-24 16:58:46	2326681	36.96115158	-122.0511618
Hope everyone affected by the earthquake is doing ok! Nature does what it wants when it pleases.	 2014-08-24 17:00:11	298309568	37.23910533	-121.7807402
there was an earthquake here in California and I didn't feel shit lmao	 2014-08-24 17:00:36	1170746527	36.96995045	-122.0202767
If there was a bad earthquake I would run and who can ever save themselves save yourselfs  lol ok dad	 2014-08-24 17:01:37	1170746527	36.96994435	-122.0201621
Omg that earthquake-_- #NotCool	 2014-08-24 17:03:49	352167555	37.2771651	-121.9305129
@SchwartzTV @kcrajavora #napaquake: here's a calculator to compute actual size differences in EQ magnitude. http://t.co/57M9pD6BaR	 2014-08-24 17:06:32	132399660	37.49595027	-120.837412
I didn't even know we had a quake until I checked my @twitter feed this morning @scott_wonger you are a prophet. #poweroftwitter #napaquake	 2014-08-24 17:07:12	243499984	36.98268681	-121.5809832
Hope my friends in the Bay Area are OK after the #earthquake. Stay safe.	 2014-08-24 17:07:20	25645994	37.31268894	-121.9253915
In case of an earthquake stop  and roll	 2014-08-24 17:07:25	1411234818	37.28288796	-121.9345001
I did not feel that earthquake. lmao	 2014-08-24 17:07:15	1126465602	37.3548442	-121.8319635
I didn't feel shit and I'm in modesto after the #earthquake.. Someone reported it was felt in Modesto.	 2014-08-24 17:07:03	2610352064	37.6788955	-121.0386861
É??@mataytayo: Funny how I slept through the earthquake lolÉ?ù same! my sister just told me ????????????	 2014-08-24 17:07:39	82249390	37.36120966	-121.8307426
Ain't from mex hit me on kik asking if we're fine cus of the earthquake	 2014-08-24 17:08:47	321548498	36.68868205	-121.6068919
6.0 earthquake in Napa Valley... Hope everyone there is okay	 2014-08-24 17:09:06	1591567452	36.68002643	-121.6386148
#earthquake so is it 6.0 or 6.1? Cause CNN says 6.1 and fox says 6.0	 2014-08-24 17:09:16	2610352064	37.6789055	-121.0386663
I was like wtf what earthquake lol idk I just woke up	 2014-08-24 17:09:05	321548498	36.68867765	-121.606888
Damn i slept through the earthquake. #napaquake	 2014-08-24 17:09:27	7675352	37.3759401	-120.7170745
@purpledrank0 Glad that the earthquake released baseball magic for the Giants from deep inside the earth's crust.	 2014-08-24 17:09:33	22301667	36.6155233	-121.8252462
@annieechristine there was an earthquake?? ????	 2014-08-24 17:09:48	1964139817	37.2932975	-121.9803999
Wow apperantly there was an earthquake last night at like three a.m .-.	 2014-08-24 17:10:47	535748314	37.3535382	-121.8864369
GUYS I SLEPT THROUGH MY FIRST EARTHQUAKE	 2014-08-24 17:11:08	239508572	36.65498936	-121.8009704
#napaquake EQ magnitude rules of thumb: increase of 1 magnitude = 10xs more shaking and 32xs more energy.	 2014-08-24 17:14:53	132399660	37.49615101	-120.8372899
I might have felt something? But that could've just been my snoring and not the actual quake..	 2014-08-24 17:15:58	157944376	37.34430921	-121.8800281
Earthquake had me like http://t.co/kU1fTeDYIc	 2014-08-24 17:16:25	17669153	37.2658125	-121.934676
Honestly I didn't feel the earthquake kus I went to bed high AF and tired AF. You think ima be waking up to that.	 2014-08-24 17:17:05	488072845	37.3251754	-121.9435237
#HuntsvilleAL #FalconsNation #ATL Earthquake in the North Bay this morning. I live in San Jose. I'm ok. Much love.	 2014-08-24 17:17:29	55370503	37.2968864	-121.9479477
Am I the only one tht completely slept through tht earthquake...?	 2014-08-24 17:23:48	327032807	37.34166623	-121.8857105
Sleeping through this earthquake makes me realise that there's a possibility that I can sleep through worse things. #uhoh	 2014-08-24 17:27:39	500501458	37.36094451	-121.9085025
É??@abc7newsBayArea: WATCH live #quake coverage about #SouthNapaQuake online or on your mobile device: http://t.co/wmtUhA5McpÉ?ù South Bay OK	 2014-08-24 17:27:58	74510308	37.209809	-121.8462182
I slept through probably the biggest earthquake I've been in :/	 2014-08-24 17:28:20	147344543	37.3618699	-121.9068532
perspective...É??@sumnerd: Diff btw 6.1 &amp; 6.9 earthquakes in terms of shaking: http://t.co/9CxR1g2RqeÉ?ù	 2014-08-24 17:31:12	88211112	37.33327659	-121.8749707
also I slept through that earthquake and nothing fell over in my room so did it really happen???Ò???Ò	 2014-08-24 17:32:37	491215467	36.97299487	-122.0507293
Prayers for all those affected by the 6.1 earthquake this morning! #napaearthquake	 2014-08-24 17:33:49	328194422	36.293184	-119.3362437
That earthquake woke me up last night	 2014-08-24 17:34:14	1362895028	37.23321001	-121.9022103
So wait  there was an earthquake last night?	 2014-08-24 17:35:56	466094937	37.27307341	-121.9342396
After mexico survived another 6.0 magnitude earthquake. Reporting from San jose  California. All is well.	 2014-08-24 17:37:25	102719975	37.3001312	-122.0185373
I hope an earthquake happens and fucks up my school.	 2014-08-24 17:37:34	76860714	37.32972917	-121.880879
thoughts &amp; prayers for those affected by the Napa earthquake	 2014-08-24 17:37:33	424042722	38.67665206	-120.9983347
"News anchor to reporter: ""Can you assess the anxiety there in #Napa?"" Sounds like an entree to raise anxiety.#NapaEarthquake"	 2014-08-24 17:39:46	24294893	38.9966121	-120.9924254
Hey  looks like I slept through the earthquake.	 2014-08-24 17:45:08	157065548	37.3471971	-121.9326225
Our hearts and prayers go out to everyone that is hit by the earthquake this morning. Let's hope forÉ?? http://t.co/gr0FdOM2hH	 2014-08-24 17:45:31	188631595	36.86701521	-119.754682
Did I really just see someone on Facebook blame the Bay Area Earthquake on Obama... Lol	 2014-08-24 17:47:13	162546697	37.70302368	-121.0257796
Earthquake in CA http://t.co/NHA43EMYA9	 2014-08-24 17:52:07	140731497	37.35880733	-122.0193999
We had an earthquake this morning ????	 2014-08-24 17:52:49	1358304134	37.35168257	-121.9719998
What You Should Know Before the Next Earthquake http://t.co/3G5bILwT5J via @thebolditalic	 2014-08-24 17:53:51	14400532	37.3019445	-122.2673383
Experienced my first earth quake last night in California!	 2014-08-24 17:54:13	34639107	37.35097143	-121.9095471
Earthquake? I just thought it was my neighbor upstairs.	 2014-08-24 17:54:52	14581737	37.34463911	-121.9816694
É??@DavidSilverOak: Earthquake at @SilverOak http://t.co/Ok1NKDqICtÉ?ù Noooo! Not the Wine! ??????ç˙	 2014-08-24 17:57:15	457319633	37.30070936	-121.9528105
The earthquake last night lasted long enough I legit thought it was the end of the world and we were all guna die	 2014-08-24 17:57:17	2572973289	37.25228306	-121.863269
6.1 earthquake in the north bay early this morning! Woke up with my bed shaking like I was in the exorcist! Lol.	 2014-08-24 17:58:47	97992033	37.1812005	-121.9929326
Wtf there was a huge earthquake?!	 2014-08-24 18:00:06	892363214	39.7225399	-121.8511297
wish i could relate to all the people who felt the earthquake???ç????	 2014-08-24 18:01:16	1586652276	37.12773317	-121.6285627
#FlorYBabyInUSA = #earthquake ???Ò #WTF ???ù????#California	 2014-08-24 18:01:34	531450625	37.34918243	-122.0151623
É??@DavidSilverOak: Earthquake at @SilverOak http://t.co/CXE3uLsj1HÉ?ù @MsVeracruzXXX	 2014-08-24 18:03:00	1363176446	37.32130259	-122.0312114
#napaquake #earthquake #hastag  it is times like this we can all enjoy some pictures of Foxes. https://t.co/CzIwBrPtWa	 2014-08-24 18:05:11	277618799	37.35061243	-122.0581269
everyone is worried about me and the earthquake ???? lol  I slept right through it ????	 2014-08-24 18:05:10	846779467	37.32815442	-121.9248093
i was asleep during the earthquake lmao	 2014-08-24 18:05:34	1664016834	37.3281838	-121.8208413
How Californians deal with life after an Earthquake http://t.co/IFXZ5s1O7p	 2014-08-24 18:06:11	236472696	37.34461753	-122.0532699
Praying for those affected by the earthquake this morning. #PrayforCalifornia	 2014-08-24 18:07:12	1220029104	36.7292672	-121.6536861
Only eathquake I felt was when I farted.	 2014-08-24 18:07:32	1279642644	37.2669942	-121.8422457
É??@clydetheslyde: Conservatives already assessing blame on this morning's San Francisco area #earthquake. http://t.co/HI4jr8E889É?ù funny	 2014-08-24 18:07:46	37636664	37.32099692	-121.9986125
A 6.0 magnitude #earthquake struck the #Napa Valley region overnight. Where were you when you felt it?	 2014-08-24 18:08:31	634064749	39.19599486	-120.2381269
Obligatory tweet about the earthquake we apparently had last night while I was asleep #whydoialwayssleepthroughearthqaukes	 2014-08-24 18:09:46	871201958	37.26795249	-121.9148034
É??@SFGate: Oh no! RT The startling scene at @Saintsbury near Carneros after the #napaquake http://t.co/ge7fUs8hfAÉ?ù @MsVeracruzXXX	 2014-08-24 18:15:24	1363176446	37.32110558	-122.0311726
There was an earthquake?	 2014-08-24 18:17:33	90808763	37.3194377	-121.9656027
We hope everyone in #napa and #Sonoma make through the #earthquake ok. All the #wineries we hope everything has made it through.	 2014-08-24 18:18:24	334899502	38.5415869	-120.7923462
Hope the homies in SF are okay after the earthquake!???ê	 2014-08-24 18:18:48	1862572453	36.61687936	-119.5232692
Is a 6.1 magnitude quake really that strong or was napa not prepared for it	 2014-08-24 18:20:25	294939870	37.25284302	-121.8390276
Still haven't been awake for a earthquake since 89'. Still not awake. #sleeptweet #ridetheshake	 2014-08-24 18:20:51	1406630790	37.2522057	-121.8154027
@UhOhhMon the earthquake hit Fairfield ?	 2014-08-24 18:22:22	148600202	39.73534764	-121.8551241
Earthquakes are fun	 2014-08-24 18:25:47	442257834	36.97348022	-121.9957197
I was wide awake and didn't feel that earthquake	 2014-08-24 18:26:47	1355559241	37.3412279	-121.8868667
Earthquake in the morning. Twelve mile run at brunch. Happy Hound for lunch. #lifeisgood #runoldmanrunÉ?? http://t.co/vAKyeOHCZs	 2014-08-24 18:28:26	18445247	36.95033333	-122.0455
É??@mercnews: Napa earthquake: 6.1 quake hits Bay Area: Did you feel it? http://t.co/VTP3NbaPvuÉ?ù No.	 2014-08-24 18:28:43	62933437	37.35658097	-121.8978436
Did you feel the earthquake?...#norcal #earthquake	 2014-08-24 18:29:09	978254756	37.33640789	-121.8872595
So happy we wernt In san fran during the earthquake.	 2014-08-24 18:34:25	1621511887	36.6099145	-121.8291712
Earthquake last night? As long as my neighborhood streets are alright idgaf.	 2014-08-24 18:35:34	1424683542	37.36643208	-121.8230509
Hope #Napa citizens get the emergency assistance they seek. The ground hasn't shook this hard since 1989 ...during #worldseries! #earthquake	 2014-08-24 18:36:58	191561320	37.3440471	-121.9791635
biggest earthquake in 25 years prayers going out to all who we're affected by this this morning	 2014-08-24 18:40:16	300976715	39.16197659	-121.6271197
Always too drunk to feel the earthquakes ???ê	 2014-08-24 18:42:01	526015573	39.7262214	-121.8344223
Belated personal earthquake update: Felt it went back to bed. No damage. Emergency kit still intact due for annual refresh in November.	 2014-08-24 18:42:04	13837502	37.2950904	-121.8879032
Apparently there was a big earthquake and we slept through it. #napaquake	 2014-08-24 18:42:38	2163449808	37.32229211	-121.8948492
Just heard about the 6.1 earthquake in Sanoma... Crazy	 2014-08-24 18:42:32	1414105178	36.82467479	-121.3775235
Earthquake in wine country #Seriously #DidntFeelAThing	 2014-08-24 18:43:06	1302202711	37.49801905	-120.8348981
2011 Tohoku (Japan) 9.0 quake had 1000xs more shaking and released 31623xs more energy than today's #napaquake.	 2014-08-24 18:43:46	132399660	37.49621913	-120.8370797
OMG so like I think the earthquake made me have a dream of being on a message bed.	 2014-08-24 18:43:44	2577650490	37.30378475	-121.8282045
#earthquake #shopsok #nodamage #shouldgeteartquakecoverage #messy Shops ok  just really messy. @ BayÉ?? http://t.co/JU4kuWz8e1	 2014-08-24 18:44:17	1387711046	37.30051333	-121.878905
i didnt even feel the earthquake lmao	 2014-08-24 18:45:19	1054120658	39.15358658	-121.6296055
Passed out and did not feel a thing when the #earthquake happened... Hope everyone is ok out there! #napaearthquake	 2014-08-24 18:46:05	919838102	37.34914185	-121.8918309
Did anyone else feel that earthquake? We're ok here  but our thoughts &amp; positive energy are w/ the residents of Napa. #earthquake #staysafe	 2014-08-24 18:49:30	2350593608	37.28601494	-121.9593204
É??@maeverwaver: I thought I was a light sleeper but I guess I'm not if I can sleep through a 6.0 earthquakeÉ?ù	 2014-08-24 18:56:11	175520165	37.28084767	-121.8899108
So it was earthquake last night. Ian even feel it	 2014-08-24 18:59:21	235870621	37.31124339	-121.9252424
People are annoying af with these earthquake posts still ???????ˇ	 2014-08-24 19:08:50	2211495674	37.3687612	-121.8849803
I thought I felt an earthquake but I went back to sleep ???????????? I thought It was me that was shaking ????????	 2014-08-24 19:10:36	98497369	37.33082699	-121.8833705
What is best house to be in during an earth quake? Clearly a bounce house.	 2014-08-24 19:12:34	466094937	37.26855414	-121.9373149
@rachelaziani thanks! Enjoying the earthquake in SF	 2014-08-24 19:14:56	1363176446	37.32104275	-122.0311328
Wait there was an earthquake?	 2014-08-24 19:20:45	2424643278	37.23302679	-121.8324087
É??@CBSLA:Rattled by largest quake to hit Bay Area since É??89; overnight quake causes significant damage in Napa CountyÉ?ù????????????????didn't even feel it	 2014-08-24 19:25:33	1720312123	37.35061612	-121.8029789
Am I the only person who slept right through the earthquake ?	 2014-08-24 19:25:48	258602531	37.11241611	-121.6434949
This earthquake shit is serious	 2014-08-24 19:26:30	1711016252	37.3164655	-121.9085468
I guess it was inevitable: earthquake in Napa = photos of spilled wine. MT @BoomCalifornia http://t.co/LAsSX8HoyP http://t.co/FSnsX2SDNk	 2014-08-24 19:33:32	40079606	36.86172049	-119.7927157
Trouty20 so freaky the first time! Is it a plane a train??? You don't know really what happened until you hear it was an earthquake..	 2014-08-24 19:34:56	421498419	37.24790721	-121.9524437
Earthquakes for days	 2014-08-24 19:36:27	1881414572	37.08300357	-121.9722383
É??@DavidSilverOak: Earthquake at @SilverOak http://t.co/TJulzgmGmDÉ?ù noooo	 2014-08-24 19:37:48	612855722	37.32199398	-121.8761534
Prayers go out to all those affected by the earthquake in Napa.	 2014-08-24 19:38:26	374670902	37.37094227	-121.8069272
So many texts &amp;missed calls from my family asking if I'm okay..I didn't even feel the earthquake ????	 2014-08-24 19:39:28	1094101693	37.32618627	-121.9362846
"To all well wishers in India. ""Doodh ki dahi ban gayi ... Baaki sab changa"" #earthquake"	 2014-08-24 19:41:25	16014838	37.30430527	-122.0556423
Article: Slideshow: Aftermath of Sunday's 6.1 quake that hit Bay Area http://t.co/q2xitKXtfw	 2014-08-24 19:43:20	14400532	37.301922	-122.2672998
Dude they need to get rid of the earthquake coverage I need to watch the #LLWS2014	 2014-08-24 19:43:22	1408334988	37.3447771	-121.8800354
"Dad came into my room this morning and said ""dude you slept through a 6.q earthquake. I came to see if you were good and your ass was done"""	 2014-08-24 19:50:01	783382424	37.3055686	-121.9262614
Holy crap. It has been SO busy at work today because the earthquake in Napa. Sounds like tons of people have damaged houses/business :(	 2014-08-24 19:56:26	27815326	37.35443763	-121.8819713
Praying for those affected by the #earthquake this morning in #napa #napaearthquake	 2014-08-24 20:00:06	2423317422	36.85389934	-119.7730338
Earthquake in Nebraska = photos of miles &amp; miles of corn plants laid over on their sides. #iconicearthquakephotos #clichejournalism	 2014-08-24 20:00:00	40079606	36.8616644	-119.7925914
Largest earthquake in 25 years hits San Francisco Bay Area ---&gt; http://t.co/KomDo7VOKA	 2014-08-24 20:00:43	40783277	36.7062065	-121.6581259
There was a big earthquake?????	 2014-08-24 20:02:24	484519091	36.96801309	-122.0262611
"It's no longer ""news"" that twitter is the place for breaking news during an event like an earthquake. It's just the normal way things are."	 2014-08-24 20:03:26	103983157	37.24833267	-121.8580136
everyones telling me abt the earthquake bt i didnt feel shyte  i must be a heavy sleeper !	 2014-08-24 20:14:13	1414751833	37.2806681	-121.8340148
.@DIRECTV wtf is up w not providing an alternate channel for the #llws2014! #Comcast has no pblm w it. Local #ABC covering #napaearthquake	 2014-08-24 20:17:05	11770002	37.3619797	-121.8912038
There was an earthquake today yet my family hasn't even called me ????	 2014-08-24 20:19:35	2735318282	37.3135254	-121.8405075
When I tuned in this AM (PST) there's no @meetthepress or @NBCSports in the @nbcbayarea region because of the #napaquake.	 2014-08-24 20:19:54	361182312	37.33539148	-121.8830965
SF experienced an earthquake  #SFGiants experienced a Werthquake. SMH. Nice job  RV  JA &amp; JM?	 2014-08-24 20:22:49	42370979	36.83643585	-119.7973643
Whoa  I felt that quake last night ????	 2014-08-24 20:26:00	100369793	37.35806063	-122.0056001
*adds earthquake episode to the list*	 2014-08-24 20:26:19	90808763	37.31948	-121.9655991
As I was watching @MikeyNoWay on TV about the #napaquake @SJSU activities are unaffected. #onthescene	 2014-08-24 20:27:14	361182312	37.33537911	-121.8831733
Hiking inside the San Andreas fault line 10 hours before the earthquake ???™ earthlingxhar @ Monte BelloÉ?? http://t.co/PQcfEh666M	 2014-08-24 20:40:49	51961257	37.32537828	-122.1786557
"#whenlifegivesyoulemons ""@nbcbayarea: Napa: Skaters find upside to quake damage. Video: http://t.co/ZtesPIaxd9"	 2014-08-24 20:41:31	11770002	37.36217578	-121.8912556
É??@KQEDnews: UC Berkeley's early warning system gave residents 10 seconds to prepare for the #napaquake. http://t.co/XCv41qVJ3JÉ?ù 10sec sneak!	 2014-08-24 20:45:21	74510308	37.20982168	-121.8460735
#EARTHQUAKE!! Here is my #kingnewton y #Yoshi #selfie that was taken at the exact moment of the 6.1É?? http://t.co/QW4GIgMcLd	 2014-08-24 20:54:22	17645034	37.372	-122.026
I'm currently writing a blog on what I heard from @MikeyNoWay. One @SJSU EOP mentor says that his family in Napa affected by #napaquake.	 2014-08-24 20:58:39	361182312	37.33533182	-121.8831232
What's shaking? Wrong question to ask in #California today. Stay safe everyone. #BayArea #earthquake #quakemap #napa http://t.co/sCbpLW5DIB	 2014-08-24 21:04:50	15964373	37.30156216	-122.042203
Literally thought someone was in my trunk last night and that's why my car was rocking back and forth  but it was just an earthquake..	 2014-08-24 21:09:23	265164480	37.32005706	-121.7947178
damn earthquake wasting wine http://t.co/hSGQelnEIw	 2014-08-24 21:17:37	184559084	37.35310697	-122.0606369
Thanks for everyone's concern. I'm okay and 65mi south of the 6.0 #earthquake near Napa this morning. Just a little shimmy about 3:20am.	 2014-08-24 21:49:37	28629969	37.31966772	-121.9713581
So I guess there was a huge earthquake last night?	 2014-08-24 21:51:18	232974542	37.35458039	-121.8508099
Felt the #earthquake but not affected by it here in south #BayArea -- Todo bien  se sinti?? el temblor pero no nos afect?? aqu?? al sur de SF.	 2014-08-24 22:00:09	1429640431	37.34466977	-122.0112833
@scorkery you must be devastated! É??@FoxNews: #California winemakers cleaning up thousands of broken bottles and barrels after earthquakeÉ?ù	 2014-08-24 22:03:17	979610539	36.60122171	-121.8904483
I guess there was an earthquake... Missed it. #nofilter @ Yosemite National Park http://t.co/M5fwq9amBg	 2014-08-24 22:27:03	321530661	37.7940123	-120.9836794
Ever since last night I keep thinking I feel an earthquake	 2014-08-24 22:41:48	458664010	39.72525065	-121.8421397
Found a new spot for the Aftershock bottles (optimizing for irony) http://t.co/a061Y08RT5	 2014-08-24 22:49:10	277618799	37.35056985	-122.0581496
É??@YG: Hope er body who felt that earthquake in the bay Str8É?ù What the fuck does this even say?! @YG  learn to spell Braj.	 2014-08-24 22:53:06	1463569952	37.9769258	-120.3680783
Wow an earthquake hit California	 2014-08-24 23:50:38	605788509	36.5343292	-119.549373
#earthquake just over 13 hours after Napa  another one 7 in Peru.. Ring of fire getting active?	 2014-08-24 23:53:35	16597476	36.36036036	-119.6347262
Deng earthquake.	 2014-08-25 00:11:37	116255148	36.31225696	-119.3134285
#napaquake	 2014-08-25 00:24:40	1651081844	37.26222616	-121.8237135
MT @UCBerkeley scientists say an early warning system sent out an alert 10 secs before quake hit. http://t.co/Rlwqu8SP36 wow a whole 10 secs	 2014-08-25 01:16:27	116670961	36.6965705	-121.6159328
Both larger than today's #napaquake and in Northern Ca since 1989's Loma Prieta: 1991 Cape Mendocino = 7.1 2010 Eureka = 6.5	 2014-08-25 01:17:24	132399660	37.52136011	-120.8805686
@venusnjupiter1 did you survive the quake?	 2014-08-25 01:43:21	51628732	36.78493074	-119.7261038
Awesome weekend but I will take a blizzard over an earthquake any day.	 2014-08-25 01:43:48	62925765	36.59416398	-121.8642335
Hoping all my Napa friends get through this smoothly. #leftmyheartinNapa #napaquake http://t.co/QtSENESNV5	 2014-08-25 02:01:35	72992772	39.22124069	-121.1906728
So camping during a #earthquake was scary I thought a bear was attacking. http://t.co/69mTnDjyDt	 2014-08-25 02:05:03	60779212	37.32543307	-122.0328917
What if the earthquake occurred in San Francisco not Napa &amp; only those who could rebuild the city are now at #burningMan	 2014-08-25 02:32:00	272141779	37.1014335	-121.6074287
"ë??ä®?á??Ü?¶Ü??ë??Ü?¯Ç??Ü??ë??á??ÜÒ? ""@cnnbrk: A 7.0 magnitude earthquake strikes southern Peru  U.S. Geological Survey says."""	 2014-08-25 02:41:01	15732859	37.3202964	-121.9768085
I would think a 6.0 #earthquake is just another mother earth burp. News and photos say different. Hoping for a speedy recovery for the area	 2014-08-25 02:43:09	56437298	36.8134084	-121.4071801
"I looked at my garage for quake damage and was like ""OMG!!!"" Then I realized it always looks like that. #cleanuponaisle5"	 2014-08-25 03:01:47	14669799	37.37256153	-122.2122164
How did the Napa earthquake affect sleep? - https://t.co/BE9s9BmD8D	 2014-08-25 03:39:44	217951828	37.31531532	-122.0667433
. @therealkarel check out @tigerbeat (Steve Rhodes) feed on IG - he photodoc'd Napa today after the quake	 2014-08-25 03:49:22	38774240	37.24481236	-121.9046605
looks like they finished the bay bridge just in time #earthquake	 2014-08-25 03:51:06	19600210	37.33774419	-121.8931151
Let's hope for an uneventful evening. #noearthquakes (@ Axis San Jose in San Jose  CA) https://t.co/7cc3l0lvI3	 2014-08-25 04:09:59	50027382	37.33499817	-121.8960463
Earthquake in northern California yesterday? Ladies don't panic. The Normal Man is totally fine.É?? http://t.co/jaKxdIh4e5	 2014-08-25 04:28:34	215437502	39.55847139	-123.7671409
I have a feeling there's going to be a big earthquake coming up	 2014-08-25 05:03:25	392460446	37.27365813	-121.7517099
Hoping for a quake free sleep tonight! Big day at #VMWorld2014 tomorrow with fab @cloudphysics team showing off cool new designs ;-)	 2014-08-25 05:11:30	14277600	37.37259388	-122.0190995
For Bay Area folks owned by dogs (let's be honest about who owns who)  did the dog sleep through the quake? Tuple did: http://t.co/G1NjYLNOZ5	 2014-08-25 05:13:32	8959562	37.27875122	-122.0070651
The earthquake was a minor one... I dont know why people are still scared and horrified.... ????	 2014-08-25 05:16:10	332682630	37.32308457	-122.0228893
All the wine loss from the napa earthquake is so devastating.. Along with everything else that got destroyed	 2014-08-25 05:22:50	1511705934	37.36294517	-122.02888
Man I hope everyone I know is okay in napa that earthquake was crazy	 2014-08-25 05:36:44	112966894	36.71242266	-119.7309428
"É??@VentureBeat: How today's earthquake woke up half the Bay Area  in one chart http://t.co/Pk2coQ9cJZ by @ferenstein"" Brilliant data"	 2014-08-25 05:39:10	44661208	37.22536895	-121.9016378
@Jawbone (re: The Earthquake blog post https://t.co/ACx7CR35Hc) it would ne interesting to have a heat map based on percentage that woke up	 2014-08-25 05:56:57	11769552	37.30139201	-122.0506674
@Jawbone that way we can know up to what distance the quake was felt.	 2014-08-25 05:57:32	11769552	37.30140896	-122.0506513
Watching the news and they Talkin about the earthquake	 2014-08-25 06:18:14	2285611844	37.2476616	-121.8536187
Earthquakes would have made my skate videos much more interesting... http://t.co/Oipew4KGJT	 2014-08-25 06:55:57	277618799	37.35067265	-122.0580969
Worked up an appetite after a 19-hour shift @tvzuke #napaquake @ In-N-Out Burger - San Jose (Santa? http://t.co/FYVT0oNr6N	 2014-08-25 07:22:04	72293	37.24905939	-121.8592944
2.41 magnitude #earthquake. 78 km from Clovis  #CA United States http://t.co/ih8MNTDrit	 2014-08-25 11:50:09	362523555	37.475666	-119.3649979
Crazy that there are still aftershocks happening in Napa.	 2014-08-25 13:00:47	27815326	37.35448994	-121.8817107
.@GoCaltrain .@caltrain are all lines from Gilroy to San Francisco running on time today? #Caltrain #napaquake #napaearthquake #earthquake	 2014-08-25 13:39:14	243499984	36.9827543	-121.5810445
@mrogati: This morning's earthquake and its effect on sleep: https://t.co/xLss3PY0f4 (by @Jawbone data engineer @eugmandel) fascinating!	 2014-08-25 13:41:12	26804291	37.3026173	-121.9837973
#BayAreaQuake #napaquake #earthquake http://t.co/7nvQlmAH8m	 2014-08-25 14:56:49	1075431013	37.3690635	-121.8570306
1.5 magnitude #earthquake. 79 km from Clovis  CA #UnitedStates http://t.co/X4wYYnEvMB	 2014-08-25 15:50:12	362523555	37.4763	-119.3563
Mendoza thinks that showing us YouTube videos about earthquakes is a lesson	 2014-08-25 16:10:28	1321733390	37.3701535	-121.8375072
Also 2 good reasons why Pennsylvania sounds good--no drought &amp; definitely no f'in earthquakes	 2014-08-25 17:28:36	416441721	37.24346354	-121.9557637
While we mull over groundwater  the Delta levees continue to age risking water supply interruption to 23 million Californians by earthquake	 2014-08-25 17:49:46	1357252880	36.85681555	-120.4551231
I'm at the 6th floor of a science building.... What if there's an earthquake ??	 2014-08-25 18:13:42	2325995436	37.33282517	-121.8828243
San Fran bound after the earthquake. More tremors expected ????	 2014-08-25 18:34:41	55666865	36.59106703	-121.8790328
Napa Earthquake http://t.co/u6nhCAkddI	 2014-08-25 19:18:05	30087621	37.74459265	-119.5947083
2.4 magnitude #earthquake. 19 km from Chowchilla  #CA United States http://t.co/Ow3pwVJ6e7	 2014-08-25 20:25:06	362523555	36.9575	-120.2773
Amazing wedding  stuck in elevator and an lets not forget about that earthquake....thank you San Jose? http://t.co/iyiLVNicf0	 2014-08-25 20:34:08	22698543	37.36987681	-121.9299624
#Sismo #Earthquake M 2.4  15km SSW of Fairmead  California http://t.co/qEWS3mp4dF	 2014-08-25 21:08:38	31760327	36.9575	-120.2773
?@erskinetimes: How to keep wine safe in an earthquake? I recommend guzzling it?@asheshayes @sydpatricehayes	 2014-08-25 22:22:30	390452146	37.64060979	-118.9629319
Our prayers goes to those affected in the earthquake in Napa valley	 2014-08-26 00:03:12	1523423294	37.2881554	-120.4816281
The well-known Richter scale was devised in the 1930s to describe the relative sizes of earthquakes in southern California.	 2014-08-26 00:26:06	57501485	36.9735752	-121.9836927
Yikes! One of my faves @PMWinecellars: @SilverOak after the earthquake near Napa Valley. Not looking great... http://t.co/WEv5VRiyIh	 2014-08-26 01:06:17	42682432	37.31561754	-121.9729205
Napa Quake Seen Costing Up to $4 Billion as Wineries Closed http://t.co/QTotkVUwHD	 2014-08-26 03:42:38	217317554	37.61673546	-120.8710345
A 1.2 magnitude earthquake occurred 5.59mi N of Day Valley  California. Details: http://t.co/xB9Up1lgvN Map: http://t.co/Kt3gt5cqOe	 2014-08-26 03:51:00	37861434	37.1214981	-121.8659973
I pledge to drink a bucket of wine to raise awareness of the earthquake that effected Napa's wine country?? #drinkup	 2014-08-26 03:55:42	614603792	37.0864658	-120.2907109
1.99 magnitude #earthquake. 29 km from King City  #CA United States http://t.co/KOMmsJFH3f	 2014-08-26 04:55:06	362523555	36.4248352	-120.9453354
